"country","year","kWh","continent"
"Guinea",1969,,"Africa"
"Guinea-Bissau",1969,,"Africa"
"Guyana",1969,,"Americas"
"Haiti",1969,,"Americas"
"Holy See",1969,,"Europe"
"Honduras",1969,,"Americas"
"Hong Kong, China",1969,,"Asia"
"Hungary",1969,15081148621.6301,"Europe"
"Iceland",1969,765307554.248681,"Europe"
"India",1969,,"Asia"
"Indonesia",1969,,"Asia"
"Iran",1969,,"Asia"
"Iraq",1969,,"Asia"
"Ireland",1969,4722815090.10622,"Europe"
"Isle of Man",1969,,"Europe"
"Israel",1969,,"Asia"
"Italy",1969,102454174170.023,"Europe"
"Jamaica",1969,,"Americas"
"Japan",1969,292978004600.085,"Asia"
"Jersey",1969,,"Europe"
"Jordan",1969,,"Asia"
"Kazakhstan",1969,,"Asia"
"Kenya",1969,,"Africa"
"Kiribati",1969,,"Oceania"
"North Korea",1969,,"Asia"
"South Korea",1969,,"Asia"
"United Korea (former)
",1969,,"Asia"
"Kosovo",1969,,
"Kuwait",1969,,"Asia"
"Kyrgyz Republic",1969,,"Asia"
"Lao",1969,,"Asia"
"Latvia",1969,,"Europe"
"Lebanon",1969,,"Asia"
"Lesotho",1969,,"Africa"
"Liberia",1969,,"Africa"
"Libya",1969,,"Africa"
"Liechtenstein",1969,,"Europe"
"Lithuania",1969,,"Europe"
"Luxembourg",1969,3457069291.85185,"Europe"
"Macao, China",1969,,"Asia"
"Macedonia, FYR",1969,,"Europe"
"Madagascar",1969,,"Africa"
"Malawi",1969,,"Africa"
"Malaysia",1969,,"Asia"
"Maldives",1969,,"Asia"
"Mali",1969,,"Africa"
"Malta",1969,,"Europe"
"Marshall Islands",1969,,"Oceania"
"Martinique",1969,,"Americas"
"Mauritania",1969,,"Africa"
"Mauritius",1969,,"Africa"
"Mayotte",1969,,"Africa"
"Mexico",1969,,"Americas"
"Micronesia, Fed. Sts.",1969,,"Oceania"
"Moldova",1969,,"Europe"
"Monaco",1969,,"Europe"
"Mongolia",1969,,"Asia"
"Montenegro",1969,,"Europe"
"Montserrat",1969,,"Americas"
"Morocco",1969,,"Africa"
"Mozambique",1969,,"Africa"
"Myanmar",1969,,"Asia"
"Namibia",1969,,"Africa"
"Nauru",1969,,"Oceania"
"Nepal",1969,,"Asia"
"Netherlands",1969,34744176286.133,"Europe"
"Netherlands Antilles",1969,,"Americas"
"New Caledonia",1969,,"Oceania"
"New Zealand",1969,11346908127.1639,"Oceania"
"Ngorno-Karabakh",1969,,
"Nicaragua",1969,,"Americas"
"Niger",1969,,"Africa"
"Nigeria",1969,,"Africa"
"Niue",1969,,"Oceania"
"Norfolk Island",1969,,"Oceania"
"Northern Cyprus",1969,,"Asia"
"Northern Mariana Islands",1969,,"Oceania"
"Norway",1969,50899715646.7475,"Europe"
"Oman",1969,,"Asia"
"Pakistan",1969,,"Asia"
"Palau",1969,,"Oceania"
"Panama",1969,,"Americas"
"Papua New Guinea",1969,,"Oceania"
"Paraguay",1969,,"Americas"
"Peru",1969,,"Americas"
"Philippines",1969,,"Asia"
"Pitcairn",1969,,"Oceania"
"Poland",1969,54912566108.829,"Europe"
"Portugal",1969,5914115977.8732,"Europe"
"Puerto Rico",1969,,"Americas"
"Qatar",1969,,"Asia"
"Reunion",1969,,"Africa"
"Romania",1969,,"Europe"
"Russia",1969,,"Europe"
"Rwanda",1969,,"Africa"
"St. Barthélemy",1969,,"Americas"
"St. Helena",1969,,"Africa"
"St. Kitts and Nevis",1969,,"Americas"
"St. Lucia",1969,,"Americas"
"St. Martin",1969,,
"St. Vincent and the Grenadines",1969,,"Americas"
"St.-Pierre-et-Miquelon",1969,,"Americas"
"Samoa",1969,,"Oceania"
"San Marino",1969,,"Europe"
"Sao Tome and Principe",1969,,"Africa"
"Saudi Arabia",1969,,"Asia"
"Senegal",1969,,"Africa"
"Serbia",1969,,"Europe"
"Serbia and Montenegro",1969,,
"Serbia excluding Kosovo",1969,,"Europe"
"Seychelles",1969,,"Africa"
"Sierra Leone",1969,,"Africa"
"Singapore",1969,,"Asia"
"Slovak Republic",1969,,"Europe"
"Slovenia",1969,,"Europe"
"Solomon Islands",1969,,"Oceania"
"Somalia",1969,,"Africa"
"Somaliland",1969,,"Africa"
"South Africa",1969,,"Africa"
"South Ossetia",1969,,
"Spain",1969,43252600612.1996,"Europe"
"Sri Lanka",1969,,"Asia"
"Sudan",1969,,"Africa"
"Suriname",1969,,"Americas"
"Svalbard",1969,,"Europe"
"Swaziland",1969,,"Africa"
"Sweden",1969,56075119833.5055,"Europe"
"Switzerland",1969,24596962654.0829,"Europe"
"Syria",1969,,"Asia"
"Taiwan",1969,,"Asia"
"Tajikistan",1969,,"Asia"
"Tanzania",1969,,"Africa"
"Thailand",1969,,"Asia"
"Timor-Leste",1969,,"Asia"
"Togo",1969,,"Africa"
"Tokelau",1969,,"Oceania"
"Tonga",1969,,"Oceania"
"Transnistria",1969,,
"Trinidad and Tobago",1969,,"Americas"
"Tunisia",1969,,"Africa"
"Turkey",1969,7e+09,"Asia"
"Turkmenistan",1969,,"Asia"
"Turks and Caicos Islands",1969,,"Americas"
"Tuvalu",1969,,"Oceania"
"Uganda",1969,,"Africa"
"Ukraine",1969,,"Europe"
"United Arab Emirates",1969,,"Asia"
"United Kingdom",1969,222123264318.893,"Europe"
"United States",1969,1433263052773.71,"Americas"
"Uruguay",1969,,"Americas"
"USSR",1969,,"Europe"
"Uzbekistan",1969,,"Asia"
"Wallis et Futuna",1969,,"Oceania"
"Vanuatu",1969,,"Oceania"
"Venezuela",1969,,"Americas"
"West Bank and Gaza",1969,,"Asia"
"West Germany",1969,,"Europe"
"Western Sahara",1969,,"Africa"
"Vietnam",1969,,"Asia"
"Virgin Islands (U.S.)",1969,,"Americas"
"North Yemen (former)",1969,,
"South Yemen (former)",1969,,
"Yemen",1969,,"Asia"
"Yugoslavia",1969,,
"Zambia",1969,,"Africa"
"Zimbabwe",1969,,"Africa"
"Åland",1969,,"Europe"
"South Sudan",1969,,"Africa"
"Christian",1969,,
"Coastline",1969,,
"Curaçao",1969,,"Americas"
"Sint Maarten (Dutch part)",1969,,"Americas"
"St. Martin (French part)",1969,,"Americas"
"Antarctica",1969,,
"Virgin Islands, British",1969,,"Americas"
"Hawaiian Trade Zone",1969,,
"U.S. Pacific Islands",1969,,
"Wake Island",1969,,
"Bonaire",1969,,
"Sark",1969,,
"Chinese Taipei",1969,,"Asia"
"Saint Eustatius",1969,,
"Saba",1969,,
"Abkhazia",1970,,
"Afghanistan",1970,,"Asia"
"Akrotiri and Dhekelia",1970,,
"Albania",1970,,"Europe"
"Algeria",1970,,"Africa"
"American Samoa",1970,,"Oceania"
"Andorra",1970,,"Europe"
"Angola",1970,,"Africa"
"Anguilla",1970,,"Americas"
"Antigua and Barbuda",1970,,"Americas"
"Argentina",1970,,"Americas"
"Armenia",1970,,"Asia"
"Aruba",1970,,"Americas"
"Australia",1970,45949112041.2569,"Oceania"
"Austria",1970,22540443481.1652,"Europe"
"Azerbaijan",1970,,"Asia"
"Bahamas",1970,,"Americas"
"Bahrain",1970,,"Asia"
"Bangladesh",1970,,"Asia"
"Barbados",1970,,"Americas"
"Belarus",1970,,"Europe"
"Belgium",1970,29178111163.6428,"Europe"
"Belize",1970,,"Americas"
"Benin",1970,,"Africa"
"Bermuda",1970,,"Americas"
"Bhutan",1970,,"Asia"
"Bolivia",1970,,"Americas"
"Bosnia and Herzegovina",1970,,"Europe"
"Botswana",1970,,"Africa"
"Brazil",1970,,"Americas"
"British Virgin Islands",1970,,"Americas"
"Brunei",1970,,"Asia"
"Bulgaria",1970,,"Europe"
"Burkina Faso",1970,,"Africa"
"Burundi",1970,,"Africa"
"Cambodia",1970,,"Asia"
"Cameroon",1970,,"Africa"
"Canada",1970,194630845950.572,"Americas"
"Cape Verde",1970,,"Africa"
"Cayman Islands",1970,,"Americas"
"Central African Republic",1970,,"Africa"
"Chad",1970,,"Africa"
"Channel Islands",1970,,
"Chile",1970,,"Americas"
"China",1970,,"Asia"
"Christmas Island",1970,,"Oceania"
"Cocos Island",1970,,
"Colombia",1970,,"Americas"
"Comoros",1970,,"Africa"
"Congo, Dem. Rep.",1970,,"Africa"
"Congo, Rep.",1970,,"Africa"
"Cook Is",1970,,"Oceania"
"Costa Rica",1970,,"Americas"
"Cote d'Ivoire",1970,,"Africa"
"Croatia",1970,,"Europe"
"Cuba",1970,,"Americas"
"Cyprus",1970,,"Asia"
"Czech Republic",1970,,"Europe"
"Czechoslovakia",1970,,
"Denmark",1970,14259846659.107,"Europe"
"Djibouti",1970,,"Africa"
"Dominica",1970,,"Americas"
"Dominican Republic",1970,,"Americas"
"East Germany",1970,,
"Ecuador",1970,,"Americas"
"Egypt",1970,,"Africa"
"El Salvador",1970,,"Americas"
"Equatorial Guinea",1970,,"Africa"
"Eritrea",1970,,"Africa"
"Eritrea and Ethiopia",1970,,
"Estonia",1970,,"Europe"
"Ethiopia",1970,,"Africa"
"Faeroe Islands",1970,,"Europe"
"Falkland Is (Malvinas)",1970,,"Americas"
"Fiji",1970,,"Oceania"
"Finland",1970,21053587589.7981,"Europe"
"France",1970,133354895886.015,"Europe"
"French Guiana",1970,,"Americas"
"French Polynesia",1970,,"Oceania"
"Gabon",1970,,"Africa"
"Gambia",1970,,"Africa"
"Georgia",1970,,"Asia"
"Germany",1970,299714992331.643,"Europe"
"Ghana",1970,,"Africa"
"Gibraltar",1970,,"Europe"
"Greece",1970,9002200663.13302,"Europe"
"Greenland",1970,,"Americas"
"Grenada",1970,,"Americas"
"Guadeloupe",1970,,"Americas"
"Guam",1970,,"Oceania"
"Guatemala",1970,,"Americas"
"Guernsey",1970,,"Europe"
"Guinea",1970,,"Africa"
"Guinea-Bissau",1970,,"Africa"
"Guyana",1970,,"Americas"
"Haiti",1970,,"Americas"
"Holy See",1970,,"Europe"
"Honduras",1970,,"Americas"
"Hong Kong, China",1970,,"Asia"
"Hungary",1970,16387271959.2258,"Europe"
"Iceland",1970,1320819138.32066,"Europe"
"India",1970,,"Asia"
"Indonesia",1970,,"Asia"
"Iran",1970,,"Asia"
"Iraq",1970,,"Asia"
"Ireland",1970,5188102987.57291,"Europe"
"Isle of Man",1970,,"Europe"
"Israel",1970,,"Asia"
"Italy",1970,110537600667.684,"Europe"
"Jamaica",1970,,"Americas"
"Japan",1970,334154952220.039,"Asia"
"Jersey",1970,,"Europe"
"Jordan",1970,,"Asia"
"Kazakhstan",1970,,"Asia"
"Kenya",1970,,"Africa"
"Kiribati",1970,,"Oceania"
"North Korea",1970,,"Asia"
"South Korea",1970,,"Asia"
"United Korea (former)
",1970,,"Asia"
"Kosovo",1970,,
"Kuwait",1970,,"Asia"
"Kyrgyz Republic",1970,,"Asia"
"Lao",1970,,"Asia"
"Latvia",1970,,"Europe"
"Lebanon",1970,,"Asia"
"Lesotho",1970,,"Africa"
"Liberia",1970,,"Africa"
"Libya",1970,,"Africa"
"Liechtenstein",1970,,"Europe"
"Lithuania",1970,,"Europe"
"Luxembourg",1970,3612138443.44003,"Europe"
"Macao, China",1970,,"Asia"
"Macedonia, FYR",1970,,"Europe"
"Madagascar",1970,,"Africa"
"Malawi",1970,,"Africa"
"Malaysia",1970,,"Asia"
"Maldives",1970,,"Asia"
"Mali",1970,,"Africa"
"Malta",1970,,"Europe"
"Marshall Islands",1970,,"Oceania"
"Martinique",1970,,"Americas"
"Mauritania",1970,,"Africa"
"Mauritius",1970,,"Africa"
"Mayotte",1970,,"Africa"
"Mexico",1970,,"Americas"
"Micronesia, Fed. Sts.",1970,,"Oceania"
"Moldova",1970,,"Europe"
"Monaco",1970,,"Europe"
"Mongolia",1970,,"Asia"
"Montenegro",1970,,"Europe"
"Montserrat",1970,,"Americas"
"Morocco",1970,,"Africa"
"Mozambique",1970,,"Africa"
"Myanmar",1970,,"Asia"
"Namibia",1970,,"Africa"
"Nauru",1970,,"Oceania"
"Nepal",1970,,"Asia"
"Netherlands",1970,38206813913.9348,"Europe"
"Netherlands Antilles",1970,,"Americas"
"New Caledonia",1970,,"Oceania"
"New Zealand",1970,12044003836.0551,"Oceania"
"Ngorno-Karabakh",1970,,
"Nicaragua",1970,,"Americas"
"Niger",1970,,"Africa"
"Nigeria",1970,,"Africa"
"Niue",1970,,"Oceania"
"Norfolk Island",1970,,"Oceania"
"Northern Cyprus",1970,,"Asia"
"Northern Mariana Islands",1970,,"Oceania"
"Norway",1970,52166795682.5533,"Europe"
"Oman",1970,,"Asia"
"Pakistan",1970,,"Asia"
"Palau",1970,,"Oceania"
"Panama",1970,,"Americas"
"Papua New Guinea",1970,,"Oceania"
"Paraguay",1970,,"Americas"
"Peru",1970,,"Americas"
"Philippines",1970,,"Asia"
"Pitcairn",1970,,"Oceania"
"Poland",1970,58774574976.9014,"Europe"
"Portugal",1970,6633907411.62507,"Europe"
"Puerto Rico",1970,,"Americas"
"Qatar",1970,,"Asia"
"Reunion",1970,,"Africa"
"Romania",1970,,"Europe"
"Russia",1970,,"Europe"
"Rwanda",1970,,"Africa"
"St. Barthélemy",1970,,"Americas"
"St. Helena",1970,,"Africa"
"St. Kitts and Nevis",1970,,"Americas"
"St. Lucia",1970,,"Americas"
"St. Martin",1970,,
"St. Vincent and the Grenadines",1970,,"Americas"
"St.-Pierre-et-Miquelon",1970,,"Americas"
"Samoa",1970,,"Oceania"
"San Marino",1970,,"Europe"
"Sao Tome and Principe",1970,,"Africa"
"Saudi Arabia",1970,,"Asia"
"Senegal",1970,,"Africa"
"Serbia",1970,,"Europe"
"Serbia and Montenegro",1970,,
"Serbia excluding Kosovo",1970,,"Europe"
"Seychelles",1970,,"Africa"
"Sierra Leone",1970,,"Africa"
"Singapore",1970,,"Asia"
"Slovak Republic",1970,,"Europe"
"Slovenia",1970,,"Europe"
"Solomon Islands",1970,,"Oceania"
"Somalia",1970,,"Africa"
"Somaliland",1970,,"Africa"
"South Africa",1970,,"Africa"
"South Ossetia",1970,,
"Spain",1970,47843761300.0163,"Europe"
"Sri Lanka",1970,,"Asia"
"Sudan",1970,,"Africa"
"Suriname",1970,,"Americas"
"Svalbard",1970,,"Europe"
"Swaziland",1970,,"Africa"
"Sweden",1970,58841278007.3758,"Europe"
"Switzerland",1970,26567385604.3406,"Europe"
"Syria",1970,,"Asia"
"Taiwan",1970,,"Asia"
"Tajikistan",1970,,"Asia"
"Tanzania",1970,,"Africa"
"Thailand",1970,,"Asia"
"Timor-Leste",1970,,"Asia"
"Togo",1970,,"Africa"
"Tokelau",1970,,"Oceania"
"Tonga",1970,,"Oceania"
"Transnistria",1970,,
"Trinidad and Tobago",1970,,"Americas"
"Tunisia",1970,,"Africa"
"Turkey",1970,7.756e+09,"Asia"
"Turkmenistan",1970,,"Asia"
"Turks and Caicos Islands",1970,,"Americas"
"Tuvalu",1970,,"Oceania"
"Uganda",1970,,"Africa"
"Ukraine",1970,,"Europe"
"United Arab Emirates",1970,,"Asia"
"United Kingdom",1970,231870578587.308,"Europe"
"United States",1970,1515818153925.42,"Americas"
"Uruguay",1970,,"Americas"
"USSR",1970,,"Europe"
"Uzbekistan",1970,,"Asia"
"Wallis et Futuna",1970,,"Oceania"
"Vanuatu",1970,,"Oceania"
"Venezuela",1970,,"Americas"
"West Bank and Gaza",1970,,"Asia"
"West Germany",1970,,"Europe"
"Western Sahara",1970,,"Africa"
"Vietnam",1970,,"Asia"
"Virgin Islands (U.S.)",1970,,"Americas"
"North Yemen (former)",1970,,
"South Yemen (former)",1970,,
"Yemen",1970,,"Asia"
"Yugoslavia",1970,,
"Zambia",1970,,"Africa"
"Zimbabwe",1970,,"Africa"
"Åland",1970,,"Europe"
"South Sudan",1970,,"Africa"
"Christian",1970,,
"Coastline",1970,,
"Curaçao",1970,,"Americas"
"Sint Maarten (Dutch part)",1970,,"Americas"
"St. Martin (French part)",1970,,"Americas"
"Antarctica",1970,,
"Virgin Islands, British",1970,,"Americas"
"Hawaiian Trade Zone",1970,,
"U.S. Pacific Islands",1970,,
"Wake Island",1970,,
"Bonaire",1970,,
"Sark",1970,,
"Chinese Taipei",1970,,"Asia"
"Saint Eustatius",1970,,
"Saba",1970,,
"Abkhazia",1971,,
"Afghanistan",1971,,"Asia"
"Akrotiri and Dhekelia",1971,,
"Albania",1971,1.164e+09,"Europe"
"Algeria",1971,1.991e+09,"Africa"
"American Samoa",1971,,"Oceania"
"Andorra",1971,,"Europe"
"Angola",1971,5.56e+08,"Africa"
"Anguilla",1971,,"Americas"
"Antigua and Barbuda",1971,,"Americas"
"Argentina",1971,2.1214e+10,"Americas"
"Armenia",1971,,"Asia"
"Aruba",1971,,"Americas"
"Australia",1971,48725759770.0394,"Oceania"
"Austria",1971,24091160688.0731,"Europe"
"Azerbaijan",1971,,"Asia"
"Bahamas",1971,,"Americas"
"Bahrain",1971,4.3e+08,"Asia"
"Bangladesh",1971,7.1e+08,"Asia"
"Barbados",1971,,"Americas"
"Belarus",1971,,"Europe"
"Belgium",1971,31078870577.3769,"Europe"
"Belize",1971,,"Americas"
"Benin",1971,3.2e+07,"Africa"
"Bermuda",1971,,"Americas"
"Bhutan",1971,,"Asia"
"Bolivia",1971,7.6e+08,"Americas"
"Bosnia and Herzegovina",1971,,"Europe"
"Botswana",1971,,"Africa"
"Brazil",1971,4.4832e+10,"Americas"
"British Virgin Islands",1971,,"Americas"
"Brunei",1971,2.38e+08,"Asia"
"Bulgaria",1971,19581869472.535,"Europe"
"Burkina Faso",1971,,"Africa"
"Burundi",1971,,"Africa"
"Cambodia",1971,,"Asia"
"Cameroon",1971,1.019e+09,"Africa"
"Canada",1971,205066220180.401,"Americas"
"Cape Verde",1971,,"Africa"
"Cayman Islands",1971,,"Americas"
"Central African Republic",1971,,"Africa"
"Chad",1971,,"Africa"
"Channel Islands",1971,,
"Chile",1971,7.569e+09,"Americas"
"China",1971,126470356563.129,"Asia"
"Christmas Island",1971,,"Oceania"
"Cocos Island",1971,,
"Colombia",1971,9.086e+09,"Americas"
"Comoros",1971,,"Africa"
"Congo, Dem. Rep.",1971,3.337e+09,"Africa"
"Congo, Rep.",1971,7.7e+07,"Africa"
"Cook Is",1971,,"Oceania"
"Costa Rica",1971,1.148e+09,"Americas"
"Cote d'Ivoire",1971,5.17e+08,"Africa"
"Croatia",1971,,"Europe"
"Cuba",1971,4.486e+09,"Americas"
"Cyprus",1971,6.15e+08,"Asia"
"Czech Republic",1971,33624804588.3636,"Europe"
"Czechoslovakia",1971,,
"Denmark",1971,15171630998.6891,"Europe"
"Djibouti",1971,,"Africa"
"Dominica",1971,,"Americas"
"Dominican Republic",1971,1.068e+09,"Americas"
"East Germany",1971,,
"Ecuador",1971,9.03e+08,"Americas"
"Egypt",1971,7.216e+09,"Africa"
"El Salvador",1971,6.39e+08,"Americas"
"Equatorial Guinea",1971,,"Africa"
"Eritrea",1971,,"Africa"
"Eritrea and Ethiopia",1971,,
"Estonia",1971,,"Europe"
"Ethiopia",1971,5.52e+08,"Africa"
"Faeroe Islands",1971,,"Europe"
"Falkland Is (Malvinas)",1971,,"Americas"
"Fiji",1971,,"Oceania"
"Finland",1971,22602999877.9304,"Europe"
"France",1971,140794225566.179,"Europe"
"French Guiana",1971,,"Americas"
"French Polynesia",1971,,"Oceania"
"Gabon",1971,1.12e+08,"Africa"
"Gambia",1971,,"Africa"
"Georgia",1971,,"Asia"
"Germany",1971,318646136948.395,"Europe"
"Ghana",1971,2.764e+09,"Africa"
"Gibraltar",1971,,"Europe"
"Greece",1971,10585050805.3642,"Europe"
"Greenland",1971,,"Americas"
"Grenada",1971,,"Americas"
"Guadeloupe",1971,,"Americas"
"Guam",1971,,"Oceania"
"Guatemala",1971,6.66e+08,"Americas"
"Guernsey",1971,,"Europe"
"Guinea",1971,,"Africa"
"Guinea-Bissau",1971,,"Africa"
"Guyana",1971,,"Americas"
"Haiti",1971,5.9e+07,"Americas"
"Holy See",1971,,"Europe"
"Honduras",1971,3.54e+08,"Americas"
"Hong Kong, China",1971,5198556411.1438,"Asia"
"Hungary",1971,17719304695.9948,"Europe"
"Iceland",1971,1448062101.52452,"Europe"
"India",1971,55522000195.9652,"Asia"
"Indonesia",1971,1691999986.06326,"Asia"
"Iran",1971,8.027e+09,"Asia"
"Iraq",1971,2.66e+09,"Asia"
"Ireland",1971,5650038459.58456,"Europe"
"Isle of Man",1971,,"Europe"
"Israel",1971,6720942665.36331,"Asia"
"Italy",1971,115604212336.507,"Europe"
"Jamaica",1971,1552081905.31126,"Americas"
"Japan",1971,359145662030.067,"Asia"
"Jersey",1971,,"Europe"
"Jordan",1971,263931278.808402,"Asia"
"Kazakhstan",1971,,"Asia"
"Kenya",1971,9.09e+08,"Africa"
"Kiribati",1971,,"Oceania"
"North Korea",1971,1.3463e+10,"Asia"
"South Korea",1971,9570485123.61218,"Asia"
"United Korea (former)
",1971,,"Asia"
"Kosovo",1971,,
"Kuwait",1971,2.413e+09,"Asia"
"Kyrgyz Republic",1971,,"Asia"
"Lao",1971,,"Asia"
"Latvia",1971,,"Europe"
"Lebanon",1971,1.237e+09,"Asia"
"Lesotho",1971,,"Africa"
"Liberia",1971,,"Africa"
"Libya",1971,3.98e+08,"Africa"
"Liechtenstein",1971,,"Europe"
"Lithuania",1971,,"Europe"
"Luxembourg",1971,4066650117.8374,"Europe"
"Macao, China",1971,,"Asia"
"Macedonia, FYR",1971,,"Europe"
"Madagascar",1971,,"Africa"
"Malawi",1971,,"Africa"
"Malaysia",1971,3.464e+09,"Asia"
"Maldives",1971,,"Asia"
"Mali",1971,,"Africa"
"Malta",1971,305642847.703997,"Europe"
"Marshall Islands",1971,,"Oceania"
"Martinique",1971,,"Americas"
"Mauritania",1971,,"Africa"
"Mauritius",1971,,"Africa"
"Mayotte",1971,,"Africa"
"Mexico",1971,2.6937e+10,"Americas"
"Micronesia, Fed. Sts.",1971,,"Oceania"
"Moldova",1971,,"Europe"
"Monaco",1971,,"Europe"
"Mongolia",1971,,"Asia"
"Montenegro",1971,,"Europe"
"Montserrat",1971,,"Americas"
"Morocco",1971,2.047e+09,"Africa"
"Mozambique",1971,4.76e+08,"Africa"
"Myanmar",1971,5.53e+08,"Asia"
"Namibia",1971,,"Africa"
"Nauru",1971,,"Oceania"
"Nepal",1971,7.4e+07,"Asia"
"Netherlands",1971,41210019034.1473,"Europe"
"Netherlands Antilles",1971,,"Americas"
"New Caledonia",1971,,"Oceania"
"New Zealand",1971,13480646309.1483,"Oceania"
"Ngorno-Karabakh",1971,,
"Nicaragua",1971,5.58e+08,"Americas"
"Niger",1971,,"Africa"
"Nigeria",1971,1.637e+09,"Africa"
"Niue",1971,,"Oceania"
"Norfolk Island",1971,,"Oceania"
"Northern Cyprus",1971,,"Asia"
"Northern Mariana Islands",1971,,"Oceania"
"Norway",1971,55020605297.5643,"Europe"
"Oman",1971,1.1e+07,"Asia"
"Pakistan",1971,5.584e+09,"Asia"
"Palau",1971,,"Oceania"
"Panama",1971,8.21e+08,"Americas"
"Papua New Guinea",1971,,"Oceania"
"Paraguay",1971,2.07e+08,"Americas"
"Peru",1971,5.405e+09,"Americas"
"Philippines",1971,8.688e+09,"Asia"
"Pitcairn",1971,,"Oceania"
"Poland",1971,64155272471.6092,"Europe"
"Portugal",1971,7293846714.32188,"Europe"
"Puerto Rico",1971,,"Americas"
"Qatar",1971,3.15e+08,"Asia"
"Reunion",1971,,"Africa"
"Romania",1971,33414389160.1753,"Europe"
"Russia",1971,,"Europe"
"Rwanda",1971,,"Africa"
"St. Barthélemy",1971,,"Americas"
"St. Helena",1971,,"Africa"
"St. Kitts and Nevis",1971,,"Americas"
"St. Lucia",1971,,"Americas"
"St. Martin",1971,,
"St. Vincent and the Grenadines",1971,,"Americas"
"St.-Pierre-et-Miquelon",1971,,"Americas"
"Samoa",1971,,"Oceania"
"San Marino",1971,,"Europe"
"Sao Tome and Principe",1971,,"Africa"
"Saudi Arabia",1971,1.975e+09,"Asia"
"Senegal",1971,3.24e+08,"Africa"
"Serbia",1971,,"Europe"
"Serbia and Montenegro",1971,,
"Serbia excluding Kosovo",1971,,"Europe"
"Seychelles",1971,,"Africa"
"Sierra Leone",1971,,"Africa"
"Singapore",1971,2439893762.4231,"Asia"
"Slovak Republic",1971,12259241621.7932,"Europe"
"Slovenia",1971,,"Europe"
"Solomon Islands",1971,,"Oceania"
"Somalia",1971,,"Africa"
"Somaliland",1971,,"Africa"
"South Africa",1971,51900527149.7543,"Africa"
"South Ossetia",1971,,
"Spain",1971,52494026030.9541,"Europe"
"Sri Lanka",1971,742089767.13948,"Asia"
"Sudan",1971,296686224.634934,"Africa"
"Suriname",1971,,"Americas"
"Svalbard",1971,,"Europe"
"Swaziland",1971,,"Africa"
"Sweden",1971,62046402356.9539,"Europe"
"Switzerland",1971,28713895093.6516,"Europe"
"Syria",1971,1.158e+09,"Asia"
"Taiwan",1971,,"Asia"
"Tajikistan",1971,,"Asia"
"Tanzania",1971,4.24e+08,"Africa"
"Thailand",1971,4.568e+09,"Asia"
"Timor-Leste",1971,,"Asia"
"Togo",1971,1.4e+08,"Africa"
"Tokelau",1971,,"Oceania"
"Tonga",1971,,"Oceania"
"Transnistria",1971,,
"Trinidad and Tobago",1971,9.91e+08,"Americas"
"Tunisia",1971,805900304.914866,"Africa"
"Turkey",1971,8.798e+09,"Asia"
"Turkmenistan",1971,,"Asia"
"Turks and Caicos Islands",1971,,"Americas"
"Tuvalu",1971,,"Oceania"
"Uganda",1971,,"Africa"
"Ukraine",1971,,"Europe"
"United Arab Emirates",1971,1.89e+08,"Asia"
"United Kingdom",1971,237492566048.354,"Europe"
"United States",1971,1588823907532.13,"Americas"
"Uruguay",1971,2.063e+09,"Americas"
"USSR",1971,,"Europe"
"Uzbekistan",1971,,"Asia"
"Wallis et Futuna",1971,,"Oceania"
"Vanuatu",1971,,"Oceania"
"Venezuela",1971,1.2343e+10,"Americas"
"West Bank and Gaza",1971,,"Asia"
"West Germany",1971,,"Europe"
"Western Sahara",1971,,"Africa"
"Vietnam",1971,1885638995.92675,"Asia"
"Virgin Islands (U.S.)",1971,,"Americas"
"North Yemen (former)",1971,,
"South Yemen (former)",1971,,
"Yemen",1971,2.09e+08,"Asia"
"Yugoslavia",1971,,
"Zambia",1971,4.411e+09,"Africa"
"Zimbabwe",1971,3.56e+09,"Africa"
"Åland",1971,,"Europe"
"South Sudan",1971,,"Africa"
"Christian",1971,,
"Coastline",1971,,
"Curaçao",1971,,"Americas"
"Sint Maarten (Dutch part)",1971,,"Americas"
"St. Martin (French part)",1971,,"Americas"
"Antarctica",1971,,
"Virgin Islands, British",1971,,"Americas"
"Hawaiian Trade Zone",1971,,
"U.S. Pacific Islands",1971,,
"Wake Island",1971,,
"Bonaire",1971,,
"Sark",1971,,
"Chinese Taipei",1971,,"Asia"
"Saint Eustatius",1971,,
"Saba",1971,,
"Abkhazia",1972,,
"Afghanistan",1972,,"Asia"
"Akrotiri and Dhekelia",1972,,
"Albania",1972,1.275e+09,"Europe"
"Algeria",1972,2.184e+09,"Africa"
"American Samoa",1972,,"Oceania"
"Andorra",1972,,"Europe"
"Angola",1972,6.28e+08,"Africa"
"Anguilla",1972,,"Americas"
"Antigua and Barbuda",1972,,"Americas"
"Argentina",1972,2.2812e+10,"Americas"
"Armenia",1972,,"Asia"
"Aruba",1972,,"Americas"
"Australia",1972,51371448235.9414,"Oceania"
"Austria",1972,25623631952.0119,"Europe"
